TimeStamp,open,high,low,close,volume
2006-12-14 11:31:00,1.43335,1.43335,1.43335,1.43335,1
2006-12-14 11:33:00,1.43345,1.43345,1.43345,1.43345,1
2006-12-14 11:37:00,1.43295,1.43295,1.43285,1.43285,4
2006-12-14 11:38:00,1.43305,1.43305,1.43305,1.43305,1
2006-12-14 11:39:00,1.43335,1.43335,1.43335,1.43335,4
2006-12-14 11:40:00,1.43305,1.43305,1.43305,1.43305,2
2006-12-14 11:44:00,1.43345,1.43345,1.43345,1.43345,1
2006-12-14 11:45:00,1.43355,1.43365,1.43355,1.43365,4
2006-12-14 11:46:00,1.43385,1.43405,1.43385,1.43405,3
2006-12-14 11:47:00,1.43425,1.43425,1.43425,1.43425,1
2006-12-14 11:50:00,1.43385,1.43385,1.43385,1.43385,1
2006-12-14 11:51:00,1.43415,1.43415,1.43415,1.43415,2
2006-12-14 11:54:00,1.43425,1.43425,1.43425,1.43425,2
2006-12-14 11:55:00,1.43435,1.43435,1.43435,1.43435,1
2006-12-14 11:59:00,1.43465,1.43465,1.43465,1.43465,2
2006-12-14 12:02:00,1.43465,1.43465,1.43455,1.43455,4
2006-12-14 12:03:00,1.43455,1.43455,1.43445,1.43445,3
2006-12-14 12:05:00,1.43435,1.43435,1.43435,1.43435,1
2006-12-14 12:06:00,1.43415,1.43415,1.43405,1.43405,2
2006-12-14 12:07:00,1.43405,1.43405,1.43385,1.43405,6
2006-12-14 12:09:00,1.43415,1.43415,1.43415,1.43415,1
2006-12-14 12:10:00,1.43405,1.43415,1.43405,1.43415,8
2006-12-14 12:11:00,1.43465,1.43465,1.43465,1.43465,1
2006-12-14 12:18:00,1.43485,1.43485,1.43485,1.43485,1
2006-12-14 12:19:00,1.43505,1.43505,1.43505,1.43505,1
2006-12-14 12:22:00,1.43475,1.43475,1.43455,1.43455,3
2006-12-14 12:23:00,1.43475,1.43475,1.43465,1.43475,4
2006-12-14 12:24:00,1.43455,1.43455,1.43455,1.43455,1
2006-12-14 12:25:00,1.43465,1.43465,1.43465,1.43465,4
2006-12-14 12:26:00,1.43465,1.43465,1.43465,1.43465,1
2006-12-14 12:27:00,1.43465,1.43465,1.43465,1.43465,2
2006-12-14 12:28:00,1.43435,1.43435,1.43425,1.43425,4
2006-12-14 12:29:00,1.43425,1.43425,1.43425,1.43425,1
2006-12-14 12:30:00,1.43395,1.43395,1.43395,1.43395,2
2006-12-14 12:38:00,1.43405,1.43405,1.43405,1.43405,9
2006-12-14 12:39:00,1.43425,1.43425,1.43415,1.43415,2
2006-12-14 12:44:00,1.43335,1.43335,1.43335,1.43335,1
2006-12-14 12:45:00,1.43365,1.43365,1.43355,1.43355,8
2006-12-14 12:46:00,1.43345,1.43345,1.43345,1.43345,1
2006-12-14 12:47:00,1.43345,1.43345,1.43345,1.43345,4
2006-12-14 12:48:00,1.43325,1.43325,1.43325,1.43325,3
2006-12-14 12:49:00,1.43305,1.43305,1.43265,1.43265,12
2006-12-14 12:50:00,1.43295,1.43295,1.43295,1.43295,1
2006-12-14 12:58:00,1.43305,1.43315,1.43305,1.43315,2
2006-12-14 13:00:00,1.43305,1.43305,1.43305,1.43305,1
2006-12-14 13:01:00,1.43305,1.43305,1.43295,1.43295,2
2006-12-14 13:02:00,1.43335,1.43335,1.43335,1.43335,2
2006-12-14 13:03:00,1.43335,1.43335,1.43335,1.43335,2
2006-12-14 13:04:00,1.43335,1.43335,1.43335,1.43335,1
2006-12-14 13:08:00,1.43335,1.43335,1.43335,1.43335,1
2006-12-14 13:12:00,1.43345,1.43345,1.43345,1.43345,2
2006-12-14 13:15:00,1.43335,1.43335,1.43335,1.43335,2
2006-12-14 13:17:00,1.43325,1.43325,1.43315,1.43315,4
2006-12-14 13:18:00,1.43305,1.43305,1.43275,1.43275,3
2006-12-14 13:19:00,1.43285,1.43285,1.43285,1.43285,1
2006-12-14 13:22:00,1.43295,1.43295,1.43295,1.43295,1
2006-12-14 13:24:00,1.43285,1.43285,1.43285,1.43285,2
2006-12-14 13:25:00,1.43275,1.43295,1.43275,1.43295,5
2006-12-14 13:26:00,1.43345,1.43345,1.43345,1.43345,1
2006-12-14 13:38:00,1.43245,1.43245,1.43185,1.43185,24
2006-12-14 13:43:00,1.43225,1.43225,1.43225,1.43225,1
2006-12-14 13:44:00,1.43225,1.43225,1.43225,1.43225,2
2006-12-14 13:47:00,1.43235,1.43235,1.43235,1.43235,1
2006-12-14 13:48:00,1.43245,1.43245,1.43245,1.43245,2
2006-12-14 13:49:00,1.43245,1.43245,1.43235,1.43235,3
2006-12-14 13:52:00,1.43195,1.43195,1.43185,1.43185,3
2006-12-14 13:54:00,1.43215,1.43215,1.43215,1.43215,1
2006-12-14 14:05:00,1.43215,1.43215,1.43215,1.43215,1
2006-12-14 14:09:00,1.43235,1.43235,1.43235,1.43235,1
2006-12-14 14:10:00,1.43225,1.43225,1.43225,1.43225,1
2006-12-14 14:11:00,1.43215,1.43235,1.43215,1.43235,3
2006-12-14 14:13:00,1.43325,1.43345,1.43325,1.43345,3
2006-12-14 14:14:00,1.43345,1.43365,1.43315,1.43315,5
2006-12-14 14:15:00,1.43305,1.43315,1.43305,1.43315,3
2006-12-14 14:16:00,1.43325,1.43325,1.43325,1.43325,1
2006-12-14 14:17:00,1.43315,1.43315,1.43315,1.43315,1
2006-12-14 14:18:00,1.43315,1.43315,1.43315,1.43315,1
2006-12-14 14:19:00,1.43335,1.43335,1.43335,1.43335,1
2006-12-14 14:21:00,1.43325,1.43325,1.43315,1.43315,2
2006-12-14 14:22:00,1.43315,1.43355,1.43315,1.43355,2
2006-12-14 14:25:00,1.43335,1.43335,1.43315,1.43315,4
2006-12-14 14:26:00,1.43285,1.43285,1.43285,1.43285,2
2006-12-14 14:27:00,1.43315,1.43315,1.43315,1.43315,1
2006-12-14 14:30:00,1.43345,1.43345,1.43345,1.43345,4
2006-12-14 14:32:00,1.43355,1.43355,1.43345,1.43345,7
2006-12-14 14:35:00,1.43355,1.43355,1.43355,1.43355,1
2006-12-14 14:38:00,1.43355,1.43355,1.43305,1.43305,4
2006-12-14 14:39:00,1.43295,1.43295,1.43285,1.43285,3
2006-12-14 14:40:00,1.43285,1.43285,1.43285,1.43285,1
2006-12-14 14:41:00,1.43315,1.43315,1.43295,1.43295,5
2006-12-14 14:42:00,1.43285,1.43285,1.43275,1.43275,2
2006-12-14 14:43:00,1.43215,1.43215,1.43215,1.43215,2
2006-12-14 14:44:00,1.43225,1.43225,1.43195,1.43205,5
2006-12-14 14:45:00,1.43205,1.43205,1.43205,1.43205,2
2006-12-14 14:46:00,1.43195,1.43195,1.43195,1.43195,2
2006-12-14 14:48:00,1.43215,1.43215,1.43215,1.43215,2
2006-12-14 14:49:00,1.43225,1.43295,1.43225,1.43235,12
2006-12-14 14:50:00,1.43235,1.43295,1.43235,1.43295,5
2006-12-14 14:52:00,1.43295,1.43295,1.43295,1.43295,1
2006-12-14 14:53:00,1.43295,1.43295,1.43265,1.43265,2
2006-12-14 14:56:00,1.43305,1.43305,1.43305,1.43305,1
2006-12-14 15:03:00,1.43295,1.43295,1.43295,1.43295,3
2006-12-14 15:11:00,1.43295,1.43295,1.43295,1.43295,2
2006-12-14 15:15:00,1.43265,1.43265,1.43205,1.43205,13
2006-12-14 15:16:00,1.43215,1.43215,1.43215,1.43215,1
2006-12-14 15:20:00,1.43205,1.43205,1.43205,1.43205,1
2006-12-14 15:21:00,1.43205,1.43205,1.43205,1.43205,1
2006-12-14 15:32:00,1.43255,1.43255,1.43255,1.43255,1
2006-12-14 15:37:00,1.43245,1.43245,1.43245,1.43245,1
2006-12-14 15:49:00,1.43185,1.43195,1.43185,1.43195,3
2006-12-14 15:50:00,1.43195,1.43195,1.43195,1.43195,1
2006-12-14 15:54:00,1.43235,1.43265,1.43235,1.43265,9
2006-12-14 15:56:00,1.43245,1.43245,1.43245,1.43245,1
2006-12-14 16:01:00,1.43165,1.43305,1.43135,1.43305,10
2006-12-14 16:04:00,1.43245,1.43245,1.43245,1.43245,1
2006-12-14 16:09:00,1.43195,1.43195,1.43195,1.43195,1
2006-12-14 16:22:00,1.43125,1.43125,1.43125,1.43125,2
2006-12-14 16:23:00,1.43195,1.43195,1.43195,1.43195,1
2006-12-14 16:40:00,1.43155,1.43155,1.43155,1.43155,1
2006-12-14 16:45:00,1.43155,1.43155,1.43155,1.43155,1
2006-12-14 18:02:00,1.43265,1.43265,1.43265,1.43265,1
2006-12-14 18:03:00,1.43265,1.43265,1.43265,1.43265,4
2006-12-14 18:04:00,1.43265,1.43265,1.43265,1.43265,4
2006-12-14 18:06:00,1.43265,1.43265,1.43265,1.43265,1
2006-12-14 18:10:00,1.43265,1.43265,1.43265,1.43265,1
2006-12-14 18:19:00,1.43285,1.43285,1.43285,1.43285,1
2006-12-14 19:23:00,1.43295,1.43295,1.43295,1.43295,1
2006-12-14 19:30:00,1.43275,1.43275,1.43275,1.43275,1
2006-12-14 19:32:00,1.43305,1.43305,1.43305,1.43305,1
2006-12-14 20:06:00,1.43225,1.43225,1.43225,1.43225,1
2006-12-14 20:19:00,1.43225,1.43225,1.43225,1.43225,1
2006-12-14 20:30:00,1.43235,1.43235,1.43235,1.43235,1
2006-12-14 20:34:00,1.43205,1.43205,1.43205,1.43205,1
2006-12-14 20:37:00,1.43205,1.43205,1.43205,1.43205,1
2006-12-14 21:01:00,1.43225,1.43225,1.43225,1.43225,1
2006-12-14 21:10:00,1.43165,1.43165,1.43165,1.43165,4
2006-12-14 21:13:00,1.43185,1.43185,1.43185,1.43185,1
2006-12-14 21:33:00,1.43295,1.43295,1.43295,1.43295,1
2006-12-14 21:44:00,1.43315,1.43315,1.43315,1.43315,1
2006-12-14 21:47:00,1.43305,1.43305,1.43305,1.43305,1
2006-12-14 21:49:00,1.43305,1.43305,1.43305,1.43305,1
2006-12-14 22:40:00,1.43225,1.43225,1.43225,1.43225,1
2006-12-14 22:46:00,1.43225,1.43225,1.43225,1.43225,1
2006-12-14 23:45:00,1.43235,1.43235,1.43235,1.43235,1
2006-12-15 00:11:00,1.43205,1.43205,1.43205,1.43205,2
2006-12-15 00:38:00,1.43205,1.43205,1.43205,1.43205,1
2006-12-15 00:47:00,1.43155,1.43155,1.43155,1.43155,1
2006-12-15 00:48:00,1.43175,1.43175,1.43175,1.43175,1
2006-12-15 01:02:00,1.43215,1.43215,1.43215,1.43215,1
2006-12-15 01:16:00,1.43165,1.43165,1.43165,1.43165,1
2006-12-15 01:24:00,1.43195,1.43195,1.43195,1.43195,1
2006-12-15 01:35:00,1.43155,1.43155,1.43155,1.43155,1
2006-12-15 01:59:00,1.43195,1.43195,1.43195,1.43195,1
2006-12-15 02:05:00,1.43235,1.43235,1.43235,1.43235,1
2006-12-15 02:10:00,1.43315,1.43345,1.43315,1.43345,4
2006-12-15 02:11:00,1.43365,1.43365,1.43365,1.43365,1
2006-12-15 02:19:00,1.43295,1.43295,1.43295,1.43295,7
2006-12-15 02:32:00,1.43325,1.43325,1.43325,1.43325,1
2006-12-15 02:41:00,1.43325,1.43325,1.43325,1.43325,1
2006-12-15 02:42:00,1.43325,1.43325,1.43325,1.43325,1
2006-12-15 02:46:00,1.43395,1.43425,1.43395,1.43425,3
2006-12-15 02:47:00,1.43435,1.43465,1.43435,1.43465,4
2006-12-15 02:48:00,1.43445,1.43445,1.43445,1.43445,1
2006-12-15 02:53:00,1.43425,1.43425,1.43425,1.43425,1
2006-12-15 02:56:00,1.43415,1.43415,1.43415,1.43415,2
2006-12-15 02:57:00,1.43415,1.43415,1.43415,1.43415,1
2006-12-15 02:59:00,1.43355,1.43355,1.43355,1.43355,1
2006-12-15 03:00:00,1.43365,1.43365,1.43365,1.43365,1
2006-12-15 03:16:00,1.43415,1.43415,1.43395,1.43395,2
2006-12-15 03:25:00,1.43435,1.43435,1.43435,1.43435,1
2006-12-15 03:26:00,1.43445,1.43445,1.43425,1.43425,2
2006-12-15 03:27:00,1.43405,1.43405,1.43405,1.43405,1
2006-12-15 03:28:00,1.43395,1.43395,1.43395,1.43395,1
2006-12-15 03:29:00,1.43405,1.43405,1.43395,1.43395,2
2006-12-15 03:32:00,1.43445,1.43445,1.43445,1.43445,1
2006-12-15 03:34:00,1.43435,1.43475,1.43435,1.43475,2
2006-12-15 03:35:00,1.43465,1.43465,1.43465,1.43465,2
2006-12-15 03:38:00,1.43435,1.43435,1.43435,1.43435,1
2006-12-15 03:45:00,1.43425,1.43435,1.43425,1.43435,3
2006-12-15 03:47:00,1.43425,1.43435,1.43425,1.43435,5
2006-12-15 03:49:00,1.43435,1.43435,1.43435,1.43435,1
2006-12-15 03:53:00,1.43405,1.43405,1.43405,1.43405,1
2006-12-15 03:57:00,1.43405,1.43405,1.43405,1.43405,2
2006-12-15 03:58:00,1.43395,1.43395,1.43365,1.43365,2
2006-12-15 03:59:00,1.43355,1.43355,1.43355,1.43355,1
2006-12-15 04:01:00,1.43305,1.43305,1.43295,1.43295,4
2006-12-15 04:07:00,1.43295,1.43295,1.43295,1.43295,1
